IFDM - Índice Firjan de Desenvolvimento Municipal (NOVO)
Sigla;Código;Município;2019;2020;2021;2022;2023;
RS;4320263;Segredo;0,5033;0,5339;0,5337;0,512;0,5683;
RS;4320305;Selbach;0,6447;0,6736;0,7415;0,7206;0,6995;
RS;4320321;Senador Salgado Filho;0,5802;0,6058;0,6301;0,5887;0,6145;
RS;4320354;Sentinela do Sul;0,5139;0,4695;0,4818;0,5132;0,5028;
RS;4320404;Serafina Corrêa;0,7255;0,7772;0,7895;0,8028;0,7882;
RS;4320453;Sério;;;;;;
RS;4320503;Sertão;0,6314;0,6292;0,612;0,6744;0,6477;
RS;4320552;Sertão Santana;0,5317;0,5404;0,6071;0,6044;0,623;
RS;4320578;Sete de Setembro;;;;;;
RS;4320602;Severiano de Almeida;0,5891;0,6555;0,6298;0,6474;0,6924;
RS;4320651;Silveira Martins;0,6343;0,5965;0,6536;0,6967;0,6655;
RS;4320677;Sinimbu;0,536;0,5596;0,5742;0,5354;0,5801;
RS;4320701;Sobradinho;0,6345;0,6432;0,6652;0,6761;0,7135;
RS;4320800;Soledade;0,6011;0,5793;0,6059;0,6425;0,6639;
RS;4320859;Tabaí;0,5725;0,5802;0,6447;0,6378;0,6647;
RS;4320909;Tapejara;0,7357;0,7319;0,7263;0,7724;0,7623;
RS;4321006;Tapera;0,689;0,6803;0,732;0,7148;0,763;
RS;4321105;Tapes;0,5253;0,5006;0,5439;0,5734;0,609;
RS;4321204;Taquara;0,6468;0,6109;0,625;0,6853;0,7285;
RS;4321303;Taquari;0,6199;0,6575;0,692;0,7137;0,7209;
RS;4321329;Taquaruçu do Sul;0,6119;0,6326;0,639;0,6628;0,6902;
RS;4321352;Tavares;0,4565;0,5298;0,591;0,5194;0,5327;
RS;4321402;Tenente Portela;0,6746;0,689;0,6734;0,6511;0,7215;
RS;4321436;Terra de Areia;0,5165;0,5485;0,5318;0,5737;0,6276;
RS;4321451;Teutônia;0,7943;0,7723;0,8031;0,8178;0,8075;
RS;4321469;Tio Hugo;0,688;0,6734;0,6321;0,6438;0,6903;
RS;4321477;Tiradentes do Sul;0,4789;0,5421;0,526;0,5844;0,599;
RS;4321493;Toropi;;;;;;
RS;4321501;Torres;0,7245;0,7175;0,7635;0,7405;0,7742;
RS;4321600;Tramandaí;0,5669;0,5806;0,6215;0,632;0,6456;
RS;4321626;Travesseiro;0,7314;0,7058;0,7432;0,734;0,7519;
RS;4321634;Três Arroios;0,6728;0,6524;0,7106;0,744;0,8239;
RS;4321667;Três Cachoeiras;0,6588;0,7041;0,7194;0,698;0,7505;
RS;4321709;Três Coroas;0,6862;0,7108;0,6748;0,7273;0,7638;
RS;4321808;Três de Maio;0,7234;0,7181;0,7737;0,74;0,7568;
RS;4321832;Três Forquilhas;0,5072;0,5434;0,5006;0,6255;0,6045;
RS;4321857;Três Palmeiras;0,5827;0,5895;0,5936;0,6394;0,6719;
RS;4321907;Três Passos;0,7003;0,7318;0,7588;0,7842;0,7773;
RS;4321956;Trindade do Sul;0,634;0,6857;0,7185;0,7401;0,677;
RS;4322004;Triunfo;0,6169;0,6154;0,6;0,6428;0,6626;
RS;4322103;Tucunduva;0,6491;0,6454;0,6956;0,6303;0,6799;
RS;4322152;Tunas;0,5069;0,5268;0,5172;0,5489;0,5616;
RS;4322186;Tupanci do Sul;0,5513;0,603;0,5749;0,6306;0,6318;
RS;4322202;Tupanciretã;0,5288;0,5829;0,5625;0,6061;0,6371;
RS;4322251;Tupandi;0,7349;0,7607;0,7484;0,74;0,7495;
RS;4322301;Tuparendi;0,6514;0,6492;0,6707;0,6666;0,6738;
RS;4322327;Turuçu;0,516;0,5766;0,551;0,5408;0,6501;
RS;4322343;Ubiretama;0,4489;0,5178;0,5843;0,6079;0,5804;
RS;4322350;União da Serra;;;;;0,6362;
RS;4322376;Unistalda;0,5662;0,5432;0,5579;0,6154;0,614;
RS;4322400;Uruguaiana;0,5911;0,5892;0,608;0,6343;0,6519;
RS;4322509;Vacaria;0,6688;0,693;0,677;0,7077;0,7474;
RS;4322525;Vale Verde;0,5701;0,5324;0,5699;0,6073;0,6412;
RS;4322533;Vale do Sol;0,4085;0,4824;0,4872;0,5182;0,5406;
RS;4322541;Vale Real;0,6502;0,6644;0,7616;0,7101;0,6914;
RS;4322558;Vanini;0,6859;0,6834;0,6851;0,5977;0,7018;
RS;4322608;Venâncio Aires;0,7012;0,748;0,7395;0,7513;0,7831;
RS;4322707;Vera Cruz;0,6222;0,6772;0,6489;0,661;0,7064;
RS;4322806;Veranópolis;0,7846;0,7788;0,7946;0,7809;0,8327;
RS;4322855;Vespasiano Correa;0,5676;0,6462;0,6768;0,7189;0,696;
RS;4322905;Viadutos;0,5753;0,6041;0,57;0,6094;0,6441;
RS;4323002;Viamão;0,4586;0,4561;0,469;0,515;0,5571;
RS;4323101;Vicente Dutra;0,4946;0,4853;0,5025;0,5429;0,5438;
RS;4323200;Victor Graeff;0,6934;0,733;0,7089;0,6902;0,7723;
RS;4323309;Vila Flores;0,71;0,7292;0,7251;0,711;0,7725;
RS;4323358;Vila Lângaro;0,6169;0,6427;0,6726;0,7067;0,7473;
RS;4323408;Vila Maria;0,7224;0,7824;0,7656;0,7721;0,7603;
RS;4323457;Vila Nova do Sul;0,4722;0,5624;0,5709;0,5981;0,6313;
RS;4323507;Vista Alegre;0,5691;0,6515;0,6409;0,683;0,7053;
RS;4323606;Vista Alegre do Prata;0,6142;0,6068;0,6327;0,682;0,6248;
RS;4323705;Vista Gaúcha;0,6238;0,6788;0,6539;0,6985;0,7473;
RS;4323754;Vitória das Missões;0,5339;0,5008;0,5209;0,5246;0,6002;
RS;4323770;Westfalia;0,6913;0,7096;0,7569;0,7533;0,796;
RS;4323804;Xangri-lá;0,6632;0,6623;0,7279;0,7032;0,7287;
RS;4399919;Santa Cristina do Pinhal;;;;;;
RS;4399929;Santa Izabel;;;;;;
SC;4200051;Abdon Batista;0,6289;0,6434;0,6949;0,6902;0,6655;
SC;4200101;Abelardo Luz;0,6048;0,7019;0,7017;0,7238;0,6904;
SC;4200200;Agrolândia;0,717;0,746;0,7311;0,7953;0,7878;
SC;4200309;Agronômica;0,7039;0,6639;0,6949;0,7346;0,7182;
SC;4200408;Água Doce;0,6352;0,6864;0,6219;0,6942;0,6778;
SC;4200507;Águas de Chapecó;0,5607;0,5654;0,5304;0,6334;0,5987;
SC;4200556;Águas Frias;0,6621;0,737;0,7334;0,7451;0,7569;
SC;4200606;Águas Mornas;0,6601;0,6751;0,6873;0,6767;0,7298;
SC;4200705;Alfredo Wagner;0,5799;0,5835;0,6399;0,6699;0,6575;
SC;4200754;Alto Bela Vista;0,7172;0,7276;0,6736;0,7361;0,7038;
SC;4200804;Anchieta;0,6582;0,6902;0,7203;0,7561;0,7439;
SC;4200903;Angelina;0,6246;0,6423;0,646;0,6998;0,7006;
SC;4201000;Anita Garibaldi;0,5229;0,5499;0,5236;0,5552;0,6257;
SC;4201109;Anitápolis;0,543;0,5687;0,6088;0,6608;0,6597;
SC;4201208;Antônio Carlos;0,7427;0,7331;0,7464;0,798;0,7914;
SC;4201257;Apiúna;0,7547;0,7903;0,7923;0,7765;0,7991;
SC;4201273;Arabutã;0,6901;0,7098;0,7526;0,7901;0,7528;
SC;4201307;Araquari;0,7095;0,7293;0,7211;0,7088;0,7592;
SC;4201406;Araranguá;0,738;0,7502;0,7692;0,7522;0,7576;
SC;4201505;Armazém;0,702;0,7238;0,7319;0,7496;0,7882;
SC;4201604;Arroio Trinta;0,639;0,723;0,7309;0,7174;0,7178;
SC;4201653;Arvoredo;0,7225;0,689;0,7755;0,6821;0,7244;
SC;4201703;Ascurra;0,752;0,7418;0,7537;0,7413;0,7589;
SC;4201802;Atalanta;0,5821;0,6719;0,7389;0,7464;0,6673;
SC;4201901;Aurora;0,6869;0,7188;0,741;0,7607;0,7554;
SC;4201950;Balneário Arroio do Silva;0,5307;0,5295;0,5516;0,5841;0,5722;
SC;4202008;Balneário Camboriú;0,8003;0,807;0,8107;0,8152;0,8224;
SC;4202057;Balneário Barra do Sul;0,5777;0,5403;0,571;0,5967;0,6121;
SC;4202073;Balneário Gaivota;0,5653;0,57;0,5873;0,6133;0,6123;
SC;4202081;Bandeirante;0,6483;0,6615;0,6749;0,596;0,692;
SC;4202099;Barra Bonita;0,6308;0,5788;0,6727;0,6579;0,5922;
SC;4202107;Barra Velha;0,6682;0,6598;0,6912;0,6974;0,7183;
SC;4202131;Bela Vista do Toldo;0,5553;0,6359;0,5725;0,5776;0,6695;
SC;4202156;Belmonte;0,5375;0,5685;0,621;0,6563;0,6861;
SC;4202206;Benedito Novo;0,7051;0,7166;0,76;0,7689;0,8096;
SC;4202305;Biguaçu;0,6776;0,6829;0,7203;0,7325;0,7339;
SC;4202404;Blumenau;0,8042;0,8238;0,8119;0,8205;0,825;
SC;4202438;Bocaina do Sul;0,5289;0,4834;0,6127;0,5834;0,6304;
SC;4202453;Bombinhas;0,777;0,8084;0,8068;0,8072;0,8188;
SC;4202503;Bom Jardim da Serra;0,5761;0,5892;0,5474;0,5591;0,6686;
SC;4202537;Bom Jesus;0,647;0,6625;0,6366;0,6863;0,6921;
SC;4202578;Bom Jesus do Oeste;0,6236;0,6942;0,6719;0,7699;0,7295;
SC;4202602;Bom Retiro;0,5684;0,5422;0,5783;0,6217;0,6147;
SC;4202701;Botuverá;0,7257;0,7844;0,7477;0,77;0,7861;
SC;4202800;Braço do Norte;0,7244;0,7714;0,7817;0,7959;0,7561;
SC;4202859;Braço do Trombudo;0,7331;0,7354;0,7438;0,7644;0,7728;
SC;4202875;Brunópolis;0,5944;0,6403;0,6406;0,6674;0,7025;
SC;4202909;Brusque;0,7772;0,7729;0,8141;0,8355;0,8428;
SC;4203006;Caçador;0,7334;0,7373;0,7234;0,7503;0,7726;
SC;4203105;Caibi;0,698;0,7701;0,6987;0,7798;0,8209;
SC;4203154;Calmon;0,5741;0,5929;0,6313;0,6251;0,6514;
SC;4203204;Camboriú;0,5932;0,618;0,6077;0,6407;0,6688;
SC;4203253;Capão Alto;0,6512;0,6325;0,6092;0,664;0,7194;
SC;4203303;Campo Alegre;0,7694;0,7842;0,7738;0,8195;0,7279;
SC;4203402;Campo Belo do Sul;0,5649;0,5454;0,6442;0,6254;0,6738;
SC;4203501;Campo Erê;0,6626;0,6767;0,6471;0,7129;0,7296;
SC;4203600;Campos Novos;0,7114;0,7054;0,6757;0,7492;0,7798;
SC;4203709;Canelinha;0,6421;0,6472;0,654;0,7202;0,7489;
SC;4203808;Canoinhas;0,7356;0,7485;0,7874;0,7994;0,7992;
SC;4203907;Capinzal;0,7584;0,7649;0,7589;0,7879;0,7808;
SC;4203956;Capivari de Baixo;0,6382;0,6878;0,7021;0,6839;0,7145;
SC;4204004;Catanduvas;0,7021;0,7679;0,7148;0,7641;0,7643;
SC;4204103;Caxambu do Sul;0,551;0,6051;0,6312;0,6666;0,6619;
SC;4204152;Celso Ramos;0,6267;0,6352;0,5641;0,6313;0,6531;
SC;4204178;Cerro Negro;0,4463;0,4725;0,4983;0,5612;0,5676;
SC;4204194;Chapadão do Lageado;0,6319;0,6081;0,6448;0,6747;0,5802;
SC;4204202;Chapecó;0,8089;0,8204;0,7983;0,8135;0,83;
SC;4204251;Cocal do Sul;0,764;0,7619;0,7952;0,8237;0,8395;
SC;4204301;Concórdia;0,8285;0,844;0,843;0,8429;0,826;
SC;4204350;Cordilheira Alta;0,7287;0,821;0,7695;0,7831;0,8056;
SC;4204400;Coronel Freitas;0,6723;0,6566;0,6702;0,6696;0,7114;
SC;4204459;Coronel Martins;0,5947;0,5519;0,5675;0,6154;0,5934;
SC;4204509;Corupá;0,7872;0,788;0,8135;0,8389;0,8341;
SC;4204558;Correia Pinto;0,645;0,6303;0,6728;0,6919;0,7219;
SC;4204608;Criciúma;0,8082;0,8173;0,8226;0,8368;0,839;
SC;4204707;Cunha Porã;0,7125;0,7451;0,7617;0,7392;0,7713;
SC;4204756;Cunhataí;0,6436;0,6908;0,687;0,6766;0,7264;
SC;4204806;Curitibanos;0,7266;0,7387;0,7696;0,7785;0,7825;
SC;4204905;Descanso;0,5374;0,6369;0,6301;0,6141;0,6487;
SC;4205001;Dionísio Cerqueira;0,6041;0,618;0,6085;0,6442;0,6754;
SC;4205100;Dona Emma;0,723;0,7318;0,7504;0,7353;0,739;
SC;4205159;Doutor Pedrinho;0,7198;0,5991;0,6441;0,6804;0,7425;
SC;4205175;Entre Rios;0,4627;0,4788;0,4568;0,5502;0,5329;
SC;4205191;Ermo;0,6772;0,7305;0,7281;0,7638;0,7155;
SC;4205209;Erval Velho;0,6127;0,66;0,6566;0,7131;0,681;
SC;4205308;Faxinal dos Guedes;0,6852;0,7213;0,7488;0,749;0,7262;
SC;4205357;Flor do Sertão;0,6382;0,7356;0,6499;0,7845;0,7255;
SC;4205407;Florianópolis;0,7748;0,7483;0,7633;0,7825;0,7733;
SC;4205431;Formosa do Sul;0,6126;0,631;0,646;0,7052;0,6031;
SC;4205456;Forquilhinha;0,7135;0,7;0,7133;0,7683;0,7629;
SC;4205506;Fraiburgo;0,7633;0,783;0,755;0,7888;0,7921;
SC;4205555;Frei Rogério;0,6187;0,6154;0,6181;0,673;0,6493;
SC;4205605;Galvão;0,563;0,5734;0,6578;0,6617;0,6852;
SC;4205704;Garopaba;0,7078;0,7224;0,7354;0,7564;0,7285;
SC;4205803;Garuva;0,6938;0,7167;0,7083;0,7322;0,7732;
SC;4205902;Gaspar;0,7693;0,7775;0,7362;0,7633;0,7758;
SC;4206009;Governador Celso Ramos;0,6409;0,678;0,6584;0,759;0,7256;
SC;4206108;Grão Pará;0,719;0,7226;0,7482;0,7213;0,7657;
SC;4206207;Gravatal;0,6417;0,7012;0,7041;0,6951;0,6561;
SC;4206306;Guabiruba;0,7045;0,7128;0,7324;0,7403;0,7806;
SC;4206405;Guaraciaba;0,7088;0,7345;0,7627;0,7352;0,7921;
SC;4206504;Guaramirim;0,7547;0,7767;0,8012;0,7992;0,7902;
SC;4206603;Guarujá do Sul;0,6635;0,6607;0,7055;0,6756;0,7324;
SC;4206652;Guatambú;0,6471;0,667;0,6959;0,7144;0,7281;
SC;4206702;Herval d'Oeste;0,6904;0,7028;0,6803;0,7112;0,6971;
SC;4206751;Ibiam;0,6455;0,6626;0,6867;0,6902;0,6588;
SC;4206801;Ibicaré;0,7056;0,7499;0,7358;0,6901;0,7631;
SC;4206900;Ibirama;0,806;0,8241;0,8038;0,8192;0,8175;
SC;4207007;Içara;0,7532;0,7243;0,7388;0,7681;0,7799;
SC;4207106;Ilhota;0,6854;0,6746;0,7327;0,7274;0,7048;
SC;4207205;Imaruí;0,5124;0,5763;0,5333;0,5208;0,587;
SC;4207304;Imbituba;0,66;0,649;0,6646;0,7188;0,712;
SC;4207403;Imbuia;0,6862;0,639;0,6614;0,7359;0,6752;
SC;4207502;Indaial;0,7982;0,7827;0,8015;0,8163;0,8117;
SC;4207577;Iomerê;0,7121;0,7735;0,7625;0,7736;0,7563;
SC;4207601;Ipira;0,5944;0,6698;0,681;0,6862;0,7162;
SC;4207650;Iporã do Oeste;0,7043;0,7425;0,765;0,7447;0,7881;
SC;4207684;Ipuaçu;0,5705;0,57;0,5817;0,6038;0,6146;
SC;4207700;Ipumirim;0,7491;0,756;0,7132;0,7224;0,755;
SC;4207759;Iraceminha;0,6034;0,635;0,6414;0,7224;0,7084;
SC;4207809;Irani;0,633;0,6447;0,6372;0,6962;0,7041;
SC;4207858;Irati;0,6447;0,64;0,665;0,668;0,696;
SC;4207908;Irineópolis;0,5946;0,5833;0,6427;0,6179;0,6303;
SC;4208005;Itá;0,7055;0,7281;0,7402;0,7098;0,6955;
SC;4208104;Itaiópolis;0,6661;0,6748;0,6855;0,7026;0,7116;
SC;4208203;Itajaí;0,7897;0,781;0,7604;0,7907;0,7952;
SC;4208302;Itapema;0,7291;0,755;0,7324;0,7607;0,7748;
SC;4208401;Itapiranga;0,7908;0,815;0,8239;0,7944;0,7891;
SC;4208450;Itapoá;0,649;0,6444;0,6872;0,7082;0,6988;
SC;4208500;Ituporanga;0,7217;0,747;0,7361;0,7555;0,7711;
SC;4208609;Jaborá;0,6573;0,7005;0,7077;0,7358;0,6706;
SC;4208708;Jacinto Machado;0,6634;0,645;0,6773;0,6757;0,6977;
SC;4208807;Jaguaruna;0,6359;0,6862;0,709;0,6605;0,7146;
SC;4208906;Jaraguá do Sul;0,8122;0,8141;0,8371;0,8534;0,8429;
SC;4208955;Jardinópolis;0,6007;0,6038;0,6471;0,6779;0,6831;
SC;4209003;Joaçaba;0,7901;0,821;0,8011;0,8304;0,8482;
SC;4209102;Joinville;0,7912;0,7883;0,8007;0,8008;0,8124;
SC;4209151;José Boiteux;0,5343;0,5947;0,5712;0,5768;0,5981;
SC;4209177;Jupiá;0,4865;0,5665;0,6032;0,6517;0,6446;
SC;4209201;Lacerdópolis;0,7112;0,7586;0,6908;0,7412;0,7618;
SC;4209300;Lages;0,709;0,7191;0,7174;0,7495;0,7258;
SC;4209409;Laguna;0,5968;0,6282;0,6495;0,6798;0,7;
SC;4209458;Lajeado Grande;0,6343;0,6535;0,6611;0,6748;0,7004;
SC;4209508;Laurentino;0,724;0,7164;0,7133;0,7782;0,7528;
SC;4209607;Lauro Muller;0,7169;0,6633;0,7393;0,7047;0,7272;
SC;4209706;Lebon Régis;0,4885;0,5453;0,5653;0,622;0,6302;
SC;4209805;Leoberto Leal;0,6275;0,5936;0,6354;0,6497;0,5965;
SC;4209854;Lindóia do Sul;0,6364;0,5854;0,633;0,7056;0,6786;
SC;4209904;Lontras;0,6869;0,733;0,7388;0,7723;0,7555;
SC;4210001;Luiz Alves;0,7283;0,7168;0,7584;0,7435;0,7097;
SC;4210035;Luzerna;0,7414;0,8197;0,83;0,8254;0,8172;
SC;4210050;Macieira;0,6042;0,5626;0,6345;0,6823;0,6683;
SC;4210100;Mafra;0,768;0,7595;0,7884;0,7865;0,8072;
SC;4210209;Major Gercino;0,5397;0,5611;0,5849;0,6658;0,6448;
SC;4210308;Major Vieira;0,6128;0,6211;0,6422;0,6939;0,6146;
SC;4210407;Maracajá;0,6568;0,6763;0,7215;0,7379;0,7471;
SC;4210506;Maravilha;0,7946;0,8316;0,8136;0,8105;0,8032;
SC;4210555;Marema;0,5975;0,6378;0,619;0,6659;0,6999;
SC;4210605;Massaranduba;0,7772;0,748;0,8114;0,8219;0,8205;
SC;4210704;Matos Costa;0,5662;0,5577;0,632;0,6234;0,5961;
SC;4210803;Meleiro;0,6493;0,6739;0,7318;0,7684;0,7256;
SC;4210852;Mirim Doce;0,6924;0,734;0,7029;0,7211;0,6677;
SC;4210902;Modelo;0,6237;0,6961;0,6672;0,7631;0,7567;
SC;4211009;Mondaí;0,6447;0,6778;0,7149;0,7559;0,7444;
SC;4211058;Monte Carlo;0,6583;0,6975;0,6913;0,6919;0,7035;
SC;4211108;Monte Castelo;0,5281;0,6368;0,6224;0,6512;0,6251;
SC;4211207;Morro da Fumaça;0,6943;0,6899;0,6899;0,6606;0,6984;
SC;4211256;Morro Grande;0,597;0,5784;0,6386;0,6793;0,7011;
SC;4211306;Navegantes;0,6978;0,6992;0,6995;0,7354;0,726;
SC;4211405;Nova Erechim;0,7104;0,7359;0,7285;0,7807;0,7848;
SC;4211454;Nova Itaberaba;0,6702;0,6629;0,6619;0,6915;0,6675;
SC;4211504;Nova Trento;0,7909;0,7981;0,7867;0,8578;0,8086;
SC;4211603;Nova Veneza;0,779;0,8041;0,7826;0,7309;0,8084;
SC;4211652;Novo Horizonte;0,612;0,6339;0,7068;0,658;0,6778;
SC;4211702;Orleans;0,7615;0,771;0,7613;0,7605;0,7751;
SC;4211751;Otacílio Costa;0,6703;0,6639;0,692;0,7572;0,7518;
SC;4211801;Ouro;0,6087;0,6149;0,6409;0,6936;0,726;
SC;4211850;Ouro Verde;0,523;0,5416;0,5821;0,6317;0,6172;
SC;4211876;Paial;0,5969;0,6245;0,6548;0,7298;0,7251;
SC;4211892;Painel;0,6022;0,5237;0,6367;0,6628;0,6692;
SC;4211900;Palhoça;0,6612;0,6643;0,6932;0,6933;0,6933;
SC;4212007;Palma Sola;0,6468;0,635;0,6707;0,6789;0,6481;
SC;4212056;Palmeira;0,6667;0,6229;0,6928;0,6981;0,7619;
SC;4212106;Palmitos;0,6968;0,7399;0,7409;0,7668;0,7624;
SC;4212205;Papanduva;0,634;0,6765;0,6651;0,6882;0,6872;
SC;4212239;Paraíso;0,5374;0,6966;0,6907;0,674;0,664;
SC;4212254;Passo de Torres;0,5572;0,6038;0,6259;0,6379;0,6516;
SC;4212270;Passos Maia;0,6416;0,6314;0,6588;0,6888;0,707;
SC;4212304;Paulo Lopes;0,6311;0,6232;0,6766;0,7153;0,7179;
SC;4212403;Pedras Grandes;0,6761;0,6819;0,7184;0,675;0,7664;
SC;4212502;Penha;0,7178;0,7157;0,7446;0,7513;0,7921;
SC;4212601;Peritiba;0,6747;0,7301;0,7295;0,7583;0,7719;
SC;4212650;Pescaria Brava;;;;;;
SC;4212700;Petrolândia;0,6382;0,6653;0,6419;0,7017;0,7003;
SC;4212809;Piçarras;0,7037;0,706;0,7192;0,7678;0,7554;
SC;4212908;Pinhalzinho;0,7711;0,79;0,7864;0,7845;0,7896;
SC;4213005;Pinheiro Preto;0,7182;0,7283;0,728;0,7554;0,7458;
SC;4213104;Piratuba;0,668;0,7032;0,6722;0,6811;0,7228;
SC;4213153;Planalto Alegre;0,653;0,617;0,6317;0,725;0,671;
SC;4213203;Pomerode;0,7921;0,8047;0,8224;0,7798;0,8316;
SC;4213302;Ponte Alta;0,6049;0,5938;0,5997;0,6678;0,6972;
SC;4213351;Ponte Alta do Norte;0,6666;0,6821;0,6794;0,6856;0,7463;
SC;4213401;Ponte Serrada;0,5871;0,5888;0,6533;0,6273;0,6505;
SC;4213500;Porto Belo;0,7062;0,7232;0,7728;0,7531;0,75;
SC;4213609;Porto União;0,6969;0,6958;0,6835;0,7754;0,7841;
SC;4213708;Pouso Redondo;0,741;0,7376;0,7226;0,7042;0,7302;
SC;4213807;Praia Grande;0,6681;0,659;0,6714;0,6788;0,7427;
SC;4213906;Presidente Castelo Branco;0,6701;0,6774;0,7361;0,6819;0,7072;
SC;4214003;Presidente Getúlio;0,7419;0,7679;0,7583;0,7611;0,7893;
SC;4214102;Presidente Nereu;0,6353;0,6321;0,6299;0,6894;0,6958;
SC;4214151;Princesa;0,6609;0,6929;0,7544;0,7217;0,7579;
SC;4214201;Quilombo;0,6984;0,7158;0,725;0,7163;0,733;
SC;4214300;Rancho Queimado;0,6153;0,6466;0,6943;0,7329;0,7443;
SC;4214409;Rio das Antas;0,6857;0,6217;0,6763;0,7037;0,7196;
SC;4214508;Rio do Campo;0,648;0,627;0,6685;0,7146;0,6905;
SC;4214607;Rio do Oeste;0,7159;0,6636;0,7101;0,6984;0,7024;
SC;4214706;Rio dos Cedros;0,7373;0,7864;0,7353;0,7935;0,7564;
SC;4214805;Rio do Sul;0,8449;0,8426;0,8066;0,8314;0,8334;
SC;4214904;Rio Fortuna;0,6874;0,6931;0,7428;0,6741;0,7301;
SC;4215000;Rio Negrinho;0,7019;0,7704;0,77;0,7712;0,8073;
SC;4215059;Rio Rufino;0,6407;0,6231;0,617;0,6591;0,6828;
SC;4215075;Riqueza;0,5935;0,6653;0,6456;0,6959;0,7093;
SC;4215109;Rodeio;0,735;0,7445;0,7372;0,7508;0,7427;
SC;4215208;Romelândia;0,5562;0,5936;0,6017;0,5881;0,5803;
SC;4215307;Salete;0,7227;0,7481;0,7089;0,7615;0,7849;
SC;4215356;Saltinho;0,5531;0,6096;0,6381;0,6736;0,6181;
SC;4215406;Salto Veloso;0,7113;0,7671;0,7726;0,782;0,7671;
SC;4215455;Sangão;0,6315;0,6732;0,6296;0,6668;0,6541;
SC;4215505;Santa Cecília;0,5807;0,5876;0,5914;0,6262;0,6666;
SC;4215554;Santa Helena;0,6993;0,7243;0,7274;0,7687;0,6986;
SC;4215604;Santa Rosa de Lima;0,6272;0,5643;0,6744;0,6785;0,6938;
SC;4215653;Santa Rosa do Sul;0,6735;0,6395;0,6587;0,7035;0,6968;
SC;4215679;Santa Terezinha;0,5963;0,5953;0,6187;0,6592;0,6532;
SC;4215687;Santa Terezinha do Progresso;0,5755;0,6013;0,5747;0,5633;0,5874;
SC;4215695;Santiago do Sul;0,6635;0,6687;0,6806;0,7171;0,7035;
SC;4215703;Santo Amaro da Imperatriz;0,7351;0,7145;0,7561;0,8007;0,7919;
SC;4215752;São Bernardino;0,5923;0,6043;0,661;0,699;0,6871;
SC;4215802;São Bento do Sul;0,8048;0,8241;0,8175;0,8436;0,8524;
SC;4215901;São Bonifácio;0,4602;0,5618;0,5368;0,664;0,6232;
SC;4216008;São Carlos;0,6665;0,7146;0,7193;0,72;0,7468;
SC;4216057;São Cristovão do Sul;0,6451;0,6886;0,6784;0,6932;0,6767;
SC;4216107;São Domingos;0,6212;0,6828;0,6882;0,7072;0,7033;
SC;4216206;São Francisco do Sul;0,6509;0,6389;0,6769;0,681;0,7056;
SC;4216255;São João do Oeste;0,8156;0,8059;0,7551;0,7821;0,8091;
SC;4216305;São João Batista;0,6653;0,6629;0,7117;0,7289;0,748;
SC;4216354;São João do Itaperiú;0,7027;0,765;0,7566;0,7291;0,7343;
SC;4216404;São João do Sul;0,5912;0,5658;0,5699;0,6417;0,6419;
SC;4216503;São Joaquim;0,6071;0,6216;0,6738;0,634;0,6743;
SC;4216602;São José;0,7269;0,7333;0,7519;0,7648;0,7882;
SC;4216701;São José do Cedro;0,707;0,7141;0,7383;0,7775;0,7557;
SC;4216800;São José do Cerrito;0,5486;0,5008;0,5474;0,55;0,5953;
SC;4216909;São Lourenço do Oeste;0,762;0,7502;0,762;0,7973;0,8108;
SC;4217006;São Ludgero;0,756;0,7916;0,7714;0,7591;0,7745;
SC;4217105;São Martinho;0,675;0,6268;0,6359;0,7212;0,7075;
SC;4217154;São Miguel da Boa Vista;0,5772;0,6122;0,6207;0,5994;0,6629;
SC;4217204;São Miguel do Oeste;0,8057;0,8257;0,8034;0,8095;0,8452;
SC;4217253;São Pedro de Alcântara;0,6628;0,6784;0,6866;0,6923;0,6858;
SC;4217303;Saudades;0,7168;0,773;0,7359;0,7746;0,7239;
SC;4217402;Schroeder;0,6947;0,702;0,7444;0,7245;0,7744;
SC;4217501;Seara;0,7134;0,7276;0,7489;0,7408;0,7555;
SC;4217550;Serra Alta;0,7087;0,717;0,7403;0,6964;0,7483;
SC;4217600;Siderópolis;0,6625;0,6703;0,7026;0,7244;0,7311;
SC;4217709;Sombrio;0,7081;0,72;0,7297;0,7702;0,76;
SC;4217758;Sul Brasil;0,6176;0,651;0,6714;0,681;0,7079;
SC;4217808;Taió;0,7217;0,7411;0,7467;0,7336;0,7476;
SC;4217907;Tangará;0,6517;0,7051;0,7599;0,7679;0,8018;
SC;4217956;Tigrinhos;0,5878;0,5638;0,6812;0,6929;0,6099;
SC;4218004;Tijucas;0,7056;0,7173;0,7192;0,7553;0,7505;
SC;4218103;Timbé do Sul;0,5877;0,5762;0,6251;0,5903;0,5695;
SC;4218202;Timbó;0,7881;0,8357;0,8004;0,8328;0,8122;
SC;4218251;Timbó Grande;0,5791;0,613;0,6167;0,6047;0,6563;
SC;4218301;Três Barras;0,6687;0,6484;0,6255;0,6713;0,7204;
SC;4218350;Treviso;0,7247;0,7403;0,6628;0,7284;0,7566;
SC;4218400;Treze de Maio;0,6297;0,6404;0,6869;0,6945;0,7214;
SC;4218509;Treze Tílias;0,7235;0,7398;0,729;0,7705;0,7775;
SC;4218608;Trombudo Central;0,6858;0,7563;0,7015;0,7728;0,7482;
